portfolio_name,constraint_id,constraint_name,origin,exposure_value,threshold_value,margin_value,margin_pct,status,severity,implementation_status,comment
Mean_Variance_lambda_20,INTERNAL_FULL_INVESTMENT,Somme des poids optimisables égale à 100%,INTERNAL_GOVERNANCE,0.9999999999999999,1.0,0.9999999999999999,,OK,INFO,INTERNAL_LIMIT,Contrôle interne appliqué à la poche optimisable.
Mean_Variance_lambda_20,INTERNAL_TURNOVER_MAX_30,Turnover maximum de gouvernance,INTERNAL_GOVERNANCE,0.29999995925021716,0.3,4.0749782825866276e-08,,OK,INFO,INTERNAL_LIMIT,"Limite interne de réallocation, non réglementaire."
Mean_Variance_lambda_20,INTERNAL_MAX_ASSET_WEIGHT,Poids maximum par actif,INTERNAL_GOVERNANCE,0.2999999992278951,0.3,7.721048800313213e-10,,OK,INFO,INTERNAL_LIMIT,"Limite interne de concentration, non réglementaire."
Max_Return,COVERAGE_GLOBAL,Couverture globale des provisions techniques,LEGAL_REGULATORY,509032582.0402451,261164044.33557004,247868537.70467508,0.9490913587866959,OK,INFO,ENFORCED,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,STATE_MIN_20_PT,Titres émis ou garantis par l'État >= 20% PT,LEGAL_REGULATORY,112932320.7037451,52232808.86711401,60699511.83663109,0.23241909885052248,OK,INFO,ENFORCED,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,REAL_ESTATE_TOTAL_MAX_20_PT,Immobilier total <= 20% PT,LEGAL_REGULATORY,25860875.370495003,52232808.86711401,26371933.496619005,0.10097842359468776,OK,INFO,POST_CHECK,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,SICAR_TOTAL_MAX_10_PT,SICAR/SICAF total <= 10% PT,LEGAL_REGULATORY,5215648.67154,26116404.433557004,20900755.762017004,0.08002922383588759,OK,INFO,POST_CHECK,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::AMEN_BANK,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::AMEN_BANK,LEGAL_REGULATORY,7042400.081513608,26116404.433557004,19074004.352043398,0.07303457258279851,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::ATTIJARI_BANK,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::ATTIJARI_BANK,LEGAL_REGULATORY,5382839.368024593,26116404.433557004,20733565.06553241,0.079389048819032,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::BIAT,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::BIAT,LEGAL_REGULATORY,2220000.0951427883,26116404.433557004,23896404.338414215,0.09149959520350241,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::BT,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::BT,LEGAL_REGULATORY,26116404.321951106,26116404.433557004,0.11160589754581451,4.273402099808653e-10,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::CITY_CARS,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::CITY_CARS,LEGAL_REGULATORY,353162.05308078864,26116404.433557004,25763242.380476214,0.0986477386120311,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::DELICE_HOLDING,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::DELICE_HOLDING,LEGAL_REGULATORY,24966060.962270938,26116404.433557004,1150343.4712860659,0.0044046778116515455,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::ENNAKL,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::ENNAKL,LEGAL_REGULATORY,0.07465747026343819,26116404.433557004,26116404.358899534,0.09999999971413573,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::PGH,LISTED_EQUITY_PER_COMPANY_MAX_10_PT::PGH,LEGAL_REGULATORY,14842253.738935394,26116404.433557004,11274150.69462161,0.043168847087294446,OK,INFO,,Contrainte testable contrôlée sur le portefeuille total.
Max_Return,CAPITAL_SOCIAL_LIMITS,Limites en pourcentage du capital social,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
Max_Return,OPCVM_ENTITY_LIMITS,OPCVM par entité,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
Max_Return,SICAR_ENTITY_LIMITS,SICAR/SICAF par société,UNTESTED_MISSING_DATA,,,-0.0,-0.0,NOT_TESTED_DATA_MISSING,WARNING,CHECK_NOT_ENFORCED_MISSING_DATA,Contrainte non testée faute de données détaillées ; elle n’est pas assimilée à une conformité.
